timestamp_s,errorx,errory,aileron,elevator,rudder,roll_deg,pitch_deg,roll_rate_dps,pitch_rate_dps,pid_roll_desired,pid_roll_P,pid_roll_I,pid_roll_D,pid_pitch_desired,pid_pitch_P,pid_pitch_I,pid_pitch_D,alt_rel_m,groundspeed_ms,throttle_pct,nav_pitch_deg,target_locked,dist_m
126437.327,-0.4300,-0.2333,0.0200,0.2875,0.0100,-0.778,6.557,0.906,0.167,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,76.82,29.35,71,6.710,1,774.5
126437.367,-0.4300,-0.0667,0.0200,0.2875,0.0100,-0.722,6.550,0.908,0.165,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,76.82,29.34,44,6.710,0,774.5
126437.396,-0.4463,-0.2333,0.0200,0.2875,0.0100,-0.722,6.550,0.908,0.165,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,76.82,29.34,44,6.710,1,774.5
126437.429,-0.4463,-0.0667,0.0200,0.2875,0.0100,-0.722,6.550,0.908,0.165,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,76.82,29.34,44,6.710,0,765.9
126437.462,-0.4463,-0.0667,0.0200,0.2875,0.0100,-0.722,6.550,0.908,0.165,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,76.82,29.34,44,6.710,0,765.9
126437.489,-0.4198,-0.2333,0.0200,0.2875,0.0100,-0.619,6.535,0.979,0.163,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,76.82,29.34,44,6.710,1,765.9
126437.523,-0.3990,-0.2747,0.0200,0.2875,0.0100,-0.619,6.535,0.979,0.163,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,76.82,29.34,44,6.710,1,765.9
126437.555,-0.3990,-0.1080,0.0200,0.2875,0.0100,-0.619,6.535,0.979,0.163,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,76.82,29.34,44,6.710,0,765.9
126437.590,-0.3990,-0.1080,-0.0067,0.1125,-0.0050,-0.617,6.554,0.218,0.802,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,76.82,29.32,44,-0.760,0,765.9
126437.626,-0.3990,-0.1080,-0.0067,0.1125,-0.0050,-0.617,6.554,0.218,0.802,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,76.82,29.32,44,-0.760,0,765.9
