timestamp_s,errorx,errory,aileron,elevator,roll_deg,pitch_deg,roll_rate_dps,pitch_rate_dps,pid_roll_desired,pid_roll_P,pid_roll_I,pid_roll_D,pid_pitch_desired,pid_pitch_P,pid_pitch_I,pid_pitch_D,alt_rel_m,groundspeed_ms,throttle_pct,nav_pitch_deg,target_locked,dist_m
77454.518,+0.1248,+0.1423,-0.0900,0.4071,11.773,-4.257,85.728,-5.236,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.29,32.78,22,-24.980,1,377.1
77454.563,+0.1108,+0.1298,0.0557,0.0043,10.078,-4.892,85.119,-7.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,34.72,32.75,45,-4.210,1,367.9
77454.613,+0.0699,+0.1310,0.0557,0.0043,10.078,-4.892,85.119,-7.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,34.72,32.75,45,-4.210,1,367.9
77454.656,+0.1344,+0.3724,0.0557,0.0043,10.078,-4.892,85.119,-7.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,34.72,32.75,45,-4.210,1,367.9
77454.702,+0.0483,+0.1722,0.0557,0.0043,6.273,-5.617,-27.046,-3.965,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,34.72,32.74,45,-4.210,1,367.9
77454.746,-0.0208,+0.2775,0.0557,0.0043,5.745,-5.721,-25.131,-4.149,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,34.72,32.74,22,-4.210,1,367.9
77454.789,-0.0992,+0.2631,0.1100,0.2871,4.570,-6.375,-23.756,-4.238,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,33.89,32.74,45,-11.510,1,358.5
77454.832,-0.0885,+0.2451,0.1100,0.2871,4.570,-6.375,-23.756,-4.238,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,33.89,32.74,45,-11.510,1,358.5
77454.874,-0.0256,+0.2249,0.1100,0.2871,4.570,-6.375,-23.756,-4.238,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,33.89,32.74,45,-11.510,1,358.5
77454.919,-0.1678,+0.3838,0.1100,0.2871,3.407,-6.669,9.889,-4.826,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,33.89,32.75,45,-11.510,1,358.5
77454.961,-0.0698,+0.2862,0.2114,0.1000,3.407,-6.669,9.889,-4.826,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,33.32,32.75,45,20.000,1,353.2
77455.005,-0.0493,+0.3587,0.2114,0.1000,1.311,-6.845,-33.762,-2.658,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,33.32,32.76,22,20.000,1,353.2
77455.048,-0.0520,+0.2786,0.2114,0.1000,1.311,-6.845,-33.762,-2.658,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,33.32,32.76,22,20.000,1,353.2
77455.091,-0.0545,+0.3181,0.2114,0.1000,-2.255,-5.196,-33.659,2.005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,33.32,32.82,45,20.000,1,353.2
77455.134,-0.0572,+0.2629,0.2971,0.3200,-6.112,-4.765,-33.247,8.998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,32.54,32.87,22,8.190,1,345.3
77455.177,-0.0595,+0.1680,0.2971,0.3200,-6.112,-4.765,-33.247,8.998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,32.54,32.87,22,8.190,1,345.3
77455.218,-0.1142,-0.3191,0.2971,0.3200,-6.112,-4.765,-33.247,8.998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,32.54,32.87,22,8.190,1,345.3
77455.259,-0.0450,+0.1048,0.2971,0.3200,-5.708,-4.378,-31.059,1.781,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,32.54,32.89,45,8.190,1,345.3
77455.304,-0.0925,-0.0233,0.2971,0.3200,-4.391,-4.269,33.003,3.164,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,32.54,32.89,22,8.190,1,345.3
77455.345,-0.0500,+0.1129,0.1714,0.2686,-4.391,-4.269,33.003,3.164,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,31.87,32.89,22,8.190,1,336.8
77455.389,-0.0500,+0.1109,0.1714,0.2686,-1.469,-4.565,31.506,1.347,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,31.87,32.89,45,8.190,1,336.8
77455.431,+0.0001,+0.0733,0.1714,0.2686,-1.469,-4.565,31.506,1.347,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,31.87,32.89,45,8.190,1,336.8
77455.472,+0.0313,+0.0317,0.1714,0.2686,-0.408,-5.075,31.186,-0.542,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,31.87,32.89,45,8.190,1,336.8
77455.517,+0.0574,+0.1233,0.1714,0.2686,-0.408,-5.075,31.186,-0.542,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,31.87,32.89,45,8.190,1,336.8
77455.558,+0.0492,+0.1574,0.1714,0.2686,-0.408,-5.075,31.186,-0.542,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,31.87,32.89,45,8.190,1,336.8
77455.600,+0.0055,+0.1267,0.2286,0.3857,-0.921,-5.730,0.936,-5.008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,31.11,32.88,34,-0.920,1,327.3
77455.644,+0.0065,+0.1267,0.2286,0.3857,-1.623,-5.912,-16.717,-4.265,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,31.11,32.88,43,-0.920,1,327.3
77455.686,-0.0150,+0.4269,0.2286,0.3857,-1.623,-5.912,-16.717,-4.265,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,31.11,32.88,43,-0.920,1,327.3
77455.729,-0.0396,+0.2549,0.2286,0.3857,0.140,-6.317,13.759,-4.115,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,31.11,32.88,45,-0.920,1,327.3
77455.772,-0.0424,+0.2329,0.2286,0.3857,3.100,-6.404,27.608,-4.052,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.29,32.89,22,-0.920,1,319.1
77455.816,-0.0440,+0.3333,0.2286,0.3857,3.100,-6.404,27.608,-4.052,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.29,32.89,22,-0.920,1,319.1
77455.865,-0.0442,+0.3344,0.2286,0.3857,1.649,-6.342,27.300,-1.634,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.29,32.92,22,-0.920,1,319.1
77455.918,-0.0250,+0.2340,0.2286,0.3857,1.649,-6.342,27.300,-1.634,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.29,32.92,22,-0.920,1,319.1
77455.968,-0.0036,+0.2670,0.2286,0.3857,1.649,-6.342,27.300,-1.634,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.29,32.92,22,-0.920,1,319.1
77456.014,-0.0225,+0.2476,0.2314,0.3143,0.236,-6.165,-22.325,3.019,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,29.33,32.94,45,-1.700,1,310.1
77456.061,-0.0225,+0.2503,0.2314,0.3143,-7.654,-5.957,-46.877,2.202,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,29.33,32.99,43,-1.700,1,310.1
77456.109,-0.0225,+0.1638,0.2314,0.3143,-7.654,-5.957,-46.877,2.202,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,29.33,32.99,43,-1.700,1,310.1
77456.153,-0.0710,+0.1520,0.2314,0.3143,-9.361,-6.017,-53.739,-0.167,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,29.33,32.99,45,-1.700,1,310.1
77456.196,-0.0763,+0.1775,0.2314,0.3143,-10.604,-6.167,-50.653,-1.726,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,28.57,33.01,40,-1.700,1,302.8
77456.238,-0.0834,+0.2067,0.2314,0.3143,-10.604,-6.167,-50.653,-1.726,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,28.57,33.01,40,-1.700,1,302.8
